Components,Melting Temperature,Delta elec,SMILES
N-methyl-N-(2-ethoxy-2-oxoethyl)morpholinium bromide,424.7,5.0,[Br-].C[N+]1(CCOCC1)CC(=O)OCC
N-methyl-N-(2-hydroxyethyl)morpholinium bromide,419.2,5.0,[Br-].C[N+]1(CCOCC1)CCO
N-methyl-N-(2-hydroxyethyl)pyrrolidinium bromide,527.1,5.0,[Br-].C[N+]1(CCCC1)CCO
1-(2-hydroxyethyl)pyridinium bromide,379.0,5.0,[Br-].OCC[N+]1=CC=CC=C1
"N-(cyanomethyl)-N,N,N-triethylammonium bromide",465.0,5.0,[Br-].C(#N)C[N+](CC)(CC)CC
1-butyl-3-methylimidazolium bromide,352.1,1.1,[Br-].C(CCC)N1C=[N+](C=C1)C
N-ethyl-N-methylmorpholinium bromide,445.6,5.1,[Br-].C(C)[N+]1(CCOCC1)C
4-butyl-4-methylmorpholinium bromide,484.2,1.1,[Br-].C(CCC)[N+]1(CCOCC1)C
"N-butyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethanesulfonyl)amide",263.1,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+](CC)(C)C
"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",261.1,2.0,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C
sodium dodecyl sulfate,474.6,7.0,S(=O)(=O)(OCCCCCCCCCCCC)[O-].[Na+]
"1-(2,2-dimethyl-1,3-dioxolan-4-yl)-N,N-dimethyl-N-(pyridin-3-ylmethyl)methanaminium tetrafluoroborate",293.95,0.5,F[B-](F)(F)F.CC1(OCC(O1)C[N+](CC=1C=NC=CC1)(C)C)C
"1-(2,2-dimethyl-1,3-dioxolan-4-yl)-N-methyl-N-(pyridin-3-ylmethyl)methanaminium tetrafluoroborate",300.55,0.5,F[B-](F)(F)F.CC1(OCC(O1)C[NH+](CC=1C=NC=CC1)C)C
"(R)-N,N,N-trimethyl-1-phenylethan-1-aminium methanesulfonate",440.1,2.0,CS(=O)(=O)[O-].C[N+]([C@H](C)C1=CC=CC=C1)(C)C
"(S)-N,N,N-trimethyl-1-phenylethan-1-aminium methanesulfonate",440.1,2.0,CS(=O)(=O)[O-].C[N+]([C@@H](C)C1=CC=CC=C1)(C)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,291.1,2.0,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
diethylmethylammonium trifluoromethanesulfonate,268.1,2.0,FC(S(=O)(=O)[O-])(F)F.C(C)[NH+](C)CC
diethylmethylammonium methanesulfonate,312.1,2.0,CS(=O)(=O)[O-].C(C)[NH+](C)CC
1-butyl-1-methylpiperidinium trifluoromethanesulfonate,309.1,2.0,FC(S(=O)(=O)[O-])(F)F.C(CCC)[N+]1(CCCCC1)C
triethylammonium hydrogen sulfate,355.6,2.0,S(=O)(=O)(O)[O-].C(C)[NH+](CC)CC
1-butylpyridinium chloride,408.0,2.0,[Cl-].C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bromide,380.0,2.0,[Br-].C(CCC)[N+]1=CC=CC=C1
1-ethylpyridinium bromide,395.0,2.0,[Br-].C(C)[N+]1=CC=CC=C1
"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",317.6,1.1,FC(C(F)F)(S(=O)(=O)[O-])F.C(C)N1C=[N+](C=C1)C
"1,3-didecyl-2-methylimidazolium dicyanimide",350.8,0.7,
"1,2-bis(3-butylimidazolium-1-yl)ethane dibromide",373.8,2.3,[Br-].[Br-].C(CCC)[N+]1=CN(C=C1)CCN1C=[N+](C=C1)CCCC
"1,2-bis(2,3-dimethylimidazolium-1-yl)ethane dibromide",383.3,2.3,[Br-].[Br-].CC=1N(C=C[N+]1C)CCN1C(=[N+](C=C1)C)C
"1,2-bis(3-ethylimidazolium-1-yl)ethane dibromide",457.4,2.3,[Br-].[Br-].C(C)[N+]1=CN(C=C1)CCN1C=[N+](C=C1)CC
"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",388.6,2.3,[Br-].[Br-].C(CCCN1C=[N+](C=C1)C)N1C=[N+](C=C1)C
1-butyl-3-methylpyridinium hexafluorophosphate,324.8,2.1,F[P-](F)(F)(F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C
1-butyl-1-methylpiperidinium hexafluorophosphate,354.7,2.1,F[P-](F)(F)(F)(F)F.C(CCC)[N+]1(CCCCC1)C
1-butyl-1-methylpyrrolidinium hexafluorophosphate,359.7,2.1,F[P-](F)(F)(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-octyl-4-(dimethylamino)pyridinium trifluoromethanesulfonate,292.6,1.1,FC(S(=O)(=O)[O-])(F)F.C(CCCCCCC)[N+]1=CC=C(C=C1)N(C)C
N-butylimidazolium salicylate,318.1,2.0,C(C=1C(O)=CC=CC1)(=O)[O-].C(CCC)N1C=[NH+]C=C1
1-methylimidazolium bis(trifluoromethylsulfonyl)imide,316.1,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CN1C=[NH+]C=C1
N-butylimidazolium trifluoroacetate,321.1,2.0,FC(C(=O)[O-])(F)F.C(CCC)N1C=[NH+]C=C1
N-butylimidazolium trifluoromethanesulfonate,296.1,2.0,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[NH+]C=C1
1-(2-hydroxyethyl)-3-methylimidazolium nonafluoro-1-butanesulfonate,251.5,4.0,FC(C(C(C(S(=O)(=O)[O-])(F)F)(F)F)(F)F)(F)F.OCCN1C=[N+](C=C1)C
1-(2-hydroxyethyl)-3-methylimidazolium perfluoropentanoate,294.8,4.0,FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F.OCCN1C=[N+](C=C1)C
2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,289.0,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC
1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,289.0,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C
1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,289.0,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C
4-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,301.0,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=CC=[N+](C=C1)CCC
1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,288.0,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=CC=C(C=C1)C
1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,289.0,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=CC=C(C=C1)C
tetrapentylammonium bromide,375.9,0.9,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrahexylammonium bromide,370.6,0.9,[Br-].C(CCCCC)[N+](CCCCCC)(CCCCCC)CCCCCC
4-(3-cyanopropyl)-4-methylmorpholinium tricyanomethanide,325.5,0.7,C(#N)[C-](C#N)C#N.C(#N)CCC[N+]1(CCOCC1)C
N-(3-cyanopropyl)pyridinium tricyanomethanide,305.2,0.7,C(#N)[C-](C#N)C#N.C(#N)CCC[N+]1=CC=CC=C1
"1,1'-(butane-1,4-diyl)bis(3-propylimidazolium) bromide",351.9,1.1,[Br-].C(CCCN1C=[N+](C=C1)CCC)N1C=[N+](C=C1)CCC.[Br-]
"1,1'-(butane-1,4-diyl)bis(2-methylimidazolium) bromide",358.3,1.1,[Br-].C(CCCN1C(=[NH+]C=C1)C)N1C(=[NH+]C=C1)C.[Br-]
"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] tetrafluoroborate",353.6,1.1,F[B-](F)(F)F.C(CCC[N+]1=CN(C=C1)C)[N+]1=CN(C=C1)C.F[B-](F)(F)F
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazolium) hexafluorophosphate(V)",384.0,1.1,
"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",329.3,1.1,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(CCC[N+]1=CN(C=C1)C)[N+]1=CN(C=C1)C
"1,1'-(butane-1,4-diyl)bis(2,4-dimethylimidazolium) bromide",356.5,1.1,[Br-].C(CCCN1C(=[NH+]C(=C1)C)C)N1C(=[NH+]C(=C1)C)C.[Br-]
"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",408.6,1.1,[Br-].[Br-].C(CCCN1C=[N+](C=C1)C)N1C=[N+](C=C1)C
tetraoctylammonium oleate,252.4,5.0,C(CCCCCCC\C=C/CCCCCCCC)(=O)[O-].C(CCCCCCC)[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
1-butyl-3-methylimidazolium 2-methoxy-2-oxoacetate,330.0,21.0,COC(C(=O)[O-])=O.C(CCC)N1C=[N+](C=C1)C
diethylmethylammonium methanesulfonate,310.9,1.1,CS(=O)(=O)[O-].C(C)[NH+](C)CC
diethylmethylammonium methanesulfonate,313.1,2.1,CS(=O)(=O)[O-].C(C)[NH+](C)CC
choline tosylate,378.1,2.0,S(=O)(=O)(C1=CC=C(C)C=C1)OCC[N+](C)(C)C
1-ethylpyridinium 4-methylbenzenesulfonate,374.1,2.0,CC1=CC=C(C=C1)S(=O)(=O)[O-].C(C)[N+]1=CC=CC=C1
N-methyl-N-(2-hydroxyethyl)morpholinium bromide,424.1,2.0,[Br-].C[N+]1(CCOCC1)CCO
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,266.6,2.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,261.9,2.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,256.0,1.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
2-methylimidazolium bis(trifluoromethylsulfonyl)imide,369.0,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC=1NC=C[NH+]1
imidazolium bis(trifluoromethanesulfonyl)imide,344.0,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.N1C=[NH+]C=C1
1-ethyl-3-methylimidazolium dimethylphosphate,312.9,0.7,COP(=O)(OC)[O-].C(C)N1C=[N+](C=C1)C
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,274.9,0.7,C(#N)[C-](C#N)C#N.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,262.6,1.1,FC(S(=O)(=O)[O-])(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,328.2,0.7,CC1=CC=C(C=C1)S(=O)(=O)[O-].C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium nitrate,314.9,0.9,[N+](=O)([O-])[O-].C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium nitrate,316.4,0.9,[N+](=O)([O-])[O-].C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium thiocyanate,266.0,4.0,[S-]C#N.C(C)N1C=[N+](C=C1)C
N-phenylethanolammonium palmitate,332.1,2.0,
N-(tert-butyl)ethanolammonium palmitate,321.1,2.0,
N-butylethanolammonium palmitate,323.1,2.0,
N-phenylethanolammonium laurate,313.1,2.0,
N-(tert-butyl)ethanolammonium laurate,320.1,2.0,
N-butylethanolammonium laurate,327.1,2.0,
tetrabutylphosphonium bromide,376.1,1.2,[Br-].C(CCC)[P+](CCCC)(CCCC)CCCC
potassium bis(fluorosulfonyl)amide,377.15,0.5,FS(=O)(=O)[N-]S(=O)(=O)F.[K+]
1-ethyl-3-methylimidazolium tetrafluoroborate,284.1,2.0,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,259.1,2.0,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,259.1,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
4-methyl-4-(3-(trimethylammonio)propyl)morpholin-4-ium bis((trifluoromethyl)sulfonyl)amide,435.96,0.41,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCOCC1)CCC[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1-methyl-1-(3-(trimethylammonio)propyl)piperidin-1-ium bis((trifluoromethyl)sulfonyl)amide,451.01,0.41,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCCC1)CCC[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,302.12,0.87,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1(CCOCC1)C
"N,N,N-triethylhexan-1-aminium trifluoromethanesulfonate",347.83,0.87,FC(S(=O)(=O)[O-])(F)F.C(C)[N+](CCCCCC)(CC)CC
"N,N,N-triethylhexan-1-aminium tricyanomethanide",290.03,0.87,C(#N)[C-](C#N)C#N.C(C)[N+](CCCCCC)(CC)CC
N-(2-hydroxyethyl)-N-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide,303.06,0.87,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.OCC[N+]1(CCOCC1)C
N-decyl-N-methylmorpholinium trifluoromethanesulfonate,349.2,0.87,FC(S(=O)(=O)[O-])(F)F.C(CCCCCCCCC)[N+]1(CCOCC1)C
1-(2-hydroxyethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide,265.43,0.87,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.OCC[N+]1(CCCC1)C
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,263.1,1.0,FC(S(=O)(=O)[O-])(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,258.1,1.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
1-(2-hydroxyethyl)-3-methylimidazolium acetate,330.1,1.0,C(C)(=O)[O-].OCCN1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium bromide,345.1,1.0,[Br-].C(C)N1C=[N+](C=C1)C
1-isopropyl-3-methylimidazolium bromide,352.1,1.0,[Br-].C(C)(C)N1C=[N+](C=C1)C
"1,3-dimethylimidazolium acetate",311.1,1.0,C(C)(=O)[O-].CN1C=[N+](C=C1)C
tetraethylammonium nitrate,513.0,0.0,[N+](=O)([O-])[O-].C(C)[N+](CC)(CC)CC
ethylammonium nitrate,283.0,0.0,[N+](=O)([O-])[O-].C(C)[NH3+]
1-ethyl-3-methylimidazolium chloride,357.0,2.0,[Cl-].C(C)N1C=[N+](C=C1)C
1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,292.4,0.4,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)N1C=[N+](C=C1)C
diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,256.4,0.4,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[S+](C)CC
1-butyl-1-methylpyrrolidinium tetracyanoborate,292.8,0.4,C(#N)[B-](C#N)(C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium tricyanomethanide,264.4,0.4,C(#N)[C-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,272.9,0.4,FC(S(=O)(=O)[O-])(F)F.C(CCC)[N+]1(CCCC1)C
N-hexylethylenediammonium trifluoroacetate,282.1,0.0,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F
N-octylethylenediammonium trifluoromethanesulfonate,325.95,0.0,FC(S(=O)(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(S(=O)(=O)[O-])(F)F
N-octylethylenediammonium trifluoroacetate,302.55,0.0,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F
N-hexylethylenediammonium trifluoromethanesulfonate,321.95,0.0,FC(S(=O)(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(S(=O)(=O)[O-])(F)F
N-(2-ethylhexyl)ethylenediammonium trifluoroacetate,286.05,0.0,FC(C(=O)[O-])(F)F.C(C)C(C[NH2+]CC[NH3+])CCCC.FC(C(=O)[O-])(F)F
"tributyl(octadecyl)phosphonium 1,2,3-triazolide",297.0,2.0,N1N=N[C-]=C1.C(CCC)[P+](CCCCCCCCCCCCCCCCCC)(CCCC)CCCC
"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide",280.0,2.0,N1N=N[C-]=C1.C(CCC)[P+](COC)(CCCC)CCCC
butyltriethylphosphonium 2-methyl-5-nitroimidazolide,290.0,2.0,CC=1[N-]C(=CN1)[N+](=O)[O-].C(CCC)[P+](CC)(CC)CC
butyltriethylphosphonium 4-nitropyrazolide,320.0,320.0,[N+](=O)([O-])C=1C=N[N-]C1.C(CCC)[P+](CC)(CC)CC
triethylheptylphosphonium 4-nitropyrazolide,289.0,2.0,[N+](=O)([O-])C=1C=N[N-]C1.C(C)[P+](CCCCCCC)(CC)CC
triethyloctylphosphonium 4-nitropyrazolide,278.0,2.0,[N+](=O)([O-])C=1C=N[N-]C1.C(C)[P+](CCCCCCCC)(CC)CC
triethylnonylphosphonium 4-nitropyrazolide,289.0,2.0,[N+](=O)([O-])C=1C=N[N-]C1.C(C)[P+](CCCCCCCCC)(CC)CC
decyltriethylphosphonium 4-nitropyrazolide,284.0,2.0,[N+](=O)([O-])C=1C=N[N-]C1.C(CCCCCCCCC)[P+](CC)(CC)CC
triethyloctylphosphonium 4-nitroimidazolide,245.0,2.0,[N+](=O)([O-])C=1N=C[N-]C1.C(C)[P+](CCCCCCCC)(CC)CC
"triethyloctylphosphonium 1,2,3-triazolide",339.0,2.0,N1N=N[C-]=C1.C(C)[P+](CCCCCCCC)(CC)CC
"triethylhexylammonium 1,2,3-triazolide",333.0,2.0,N1N=N[C-]=C1.C(C)[N+](CCCCCC)(CC)CC
"triethylheptylammonium 1,2,3-triazolide",356.0,2.0,N1N=N[C-]=C1.C(C)[N+](CCCCCCC)(CC)CC
"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide",302.0,2.0,N1N=N[C-]=C1.C(C)[P+](COCCOC)(CC)CC
"triethyl(methoxymethyl)phosphonium 1,2,3-triazolide",350.0,2.0,N1N=N[C-]=C1.C(C)[P+](COC)(CC)CC
"(ethoxymethyl)triethylphosphonium 1,2,3-triazolide",306.0,2.0,N1N=N[C-]=C1.C(C)OC[P+](CC)(CC)CC
triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide,258.0,2.0,[N+](=O)([O-])C=1C=N[N-]C1.C(C)[P+](COCCOC)(CC)CC
cyclopentyltriethylphosphonium 4-nitropyrazolide,324.0,2.0,[N+](=O)([O-])C=1C=N[N-]C1.C1(CCCC1)[P+](CC)(CC)CC
(buten-1-yl)triethylphosphonium 4-nitropyrazolide,312.0,2.0,[N+](=O)([O-])C=1C=N[N-]C1.C(=CCC)[P+](CC)(CC)CC
(buten-1-yl)triethylphosphonium bis(trifluoromethylsulfonyl)amide,322.0,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(=CCC)[P+](CC)(CC)CC
1-butylthianium bis(trifluoromethylsulfonyl)imide,263.0,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[S+]1CCCCC1
1-hexyl-3-methylimidazolium 4-nitropyrazolide,306.0,2.0,[N+](=O)([O-])C=1C=N[N-]C1.C(CCCCC)N1C=[N+](C=C1)C
"1-hexyl-3-methylimidazolium 1,2,4-triazolide",307.0,2.0,N1N=[C-]N=C1.C(CCCCC)N1C=[N+](C=C1)C
"1-cyclopentyl-2,3-dimethylimidazolium 4-nitropyrazolide",365.0,2.0,[N+](=O)([O-])C=1C=N[N-]C1.C1(CCCC1)N1C(=[N+](C=C1)C)C
1-ethylpyridinium triflate,289.0,1.0,[O-]S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,266.4,6.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
tetraphenylphosphonium chloride,549.65,0.9,[Cl-].C1(=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
1-oleyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,252.25,0.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCCCC\C=C/CCCCCCCC)N1C=[N+](C=C1)C
"N,N,N-triheptyl-1-heptanaminium bromide",361.1,2.0,[Br-].C(CCCCCC)[N+](CCCCCCC)(CCCCCCC)CCCCCCC
tetrabutylammonium chloride,317.1,1.0,[Cl-].C(CCC)[N+](CCCC)(CCCC)CCCC
dodecyltrimethylammonium bromide,538.1,1.1,[Br-].C(CCCCCCCCCCC)[N+](C)(C)C
didecyldiethylammonium bromide,318.1,1.1,[Br-].C(CCCCCCCCC)[N+](CC)(CC)CCCCCCCCCC
"N,N,N-trimethyl-1-hexadecanaminium bromide",520.1,1.1,[Br-].C[N+](CCCCCCCCCCCCCCCC)(C)C
1-methyl-2-oxopyrrolidin-1-ium sulfurochloridate,303.1,4.0,S([O-])(=O)(=O)Cl.C[NH+]1C(CCC1)=O
"1-methyl-3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)imidazolium bis(trifluoromethylsulfonyl)imide",220.2,1.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CN1C=[N+](C=C1)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"3-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)imide",304.1,1.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.FC(CC[N+]1=CN(C=C1)C)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
1-hexyl-3-methylimidazolium iodide,212.2,1.0,[I-].C(CCCCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,271.1,1.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
"1-methyl-3-(3,3,4,4,4-pentafluorobutyl)-1H-imidazolium bis((trifluoromethyl)sulfonyl)imide",208.2,1.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CN1C=[N+](C=C1)CCC(C(F)(F)F)(F)F
1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,279.1,1.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCC)N1C=[N+](C=C1)C
"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",216.2,1.0,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.CN1C=[N+](C=C1)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
1-methyl-3-octyl-1H-imidazolium iodide,213.2,1.0,[I-].CN1C=[N+](C=C1)CCCCCCCC
tetraoctylammonium oleate,243.6,0.7,C(CCCCCCC\C=C/CCCCCCCC)(=O)[O-].C(CCCCCCC)[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
methyltrioctylammonium oleate,267.2,0.5,C(CCCCCCC\C=C/CCCCCCCC)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,287.9,1.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C(C)C)[N+]1(CCCCC1)C
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,262.6,1.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)N1C=[N+](C=C1)C
1-isobutyl-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)imide,272.9,1.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C(C)C)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,259.7,1.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
tetrabutylammonium hydrogen sulfate,444.0,1.0,S(=O)(=O)(O)[O-].C(CCC)[N+](CCCC)(CCCC)CCCC
1-butyl-1-methylpyrrolidinium bromide,477.0,2.0,[Br-].C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium tetrafluoroborate,424.0,2.0,F[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C
1-ethyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,364.0,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1(CCCC1)C
1-ethyl-1-methylpyrrolidinium tetrafluoroborate,339.0,2.0,F[B-](F)(F)F.C(C)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium tetrafluoroborate,425.0,2.0,F[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C
1-ethyl-3-methylpyridinium perfluoropentanoate,275.0,4.0,FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F.C(C)[N+]1=CC(=CC=C1)C
1-butyl-1-methylpyrrolidinium bis(nonafluorobutylsulfonyl)imide,371.0,4.0,
1-ethyl-1-methylpyrrolidinium bis(nonafluorobutylsulfonyl)imide,428.0,4.0,
cholinium bis(nonafluorobutylsulfonyl)imide,303.0,4.0,
cholinium perfluorobutanesulfonate,436.0,4.0,
